Preis,Wohnfläche,Zimmer,Bezirk,Ausstattungsgrad_gruppe,Beschreibung,Adresse,Preis pro qm in euro,Preis_pro_qm_angepasst,Fairness_Label
950.0,33.0,1.0,Pankow,1,"Charmante Wohnung mit Balkon - Komplett möbliert & sofort bezugsfrei

Diese ansprechende Erdgeschosswohnung überzeugt durch ihre gepflegte Erscheinung und eine hochwertige Innenausstattung. Sie ist ab sofort bezugsfrei.Die Wohnung verfügt über ein helles, gut geschnittenes Zimmer sowie einen Balkon, der zum Entspannen und Abschalten einlädt. Eine moderne Einbauküche ist ebenfalls vorhanden und bietet ausreichend Stauraum für Ihr Küchenequipment.Die Wohnung ist vollständig möbliert und wird für einen Zeitraum von 6 bis 12 Monaten vermietet - eine Verlängerung ist nach Absprache möglich.-----------This attractive ground floor apartment impresses with its well-maintained condition and high-quality interior. It is available for immediate occupancy.The apartment features a bright, well-laid-out room and a balcony that invites you to relax and unwind. A modern fitted kitchen is also included, offering ample storage space for your kitchen equipment.The apartment is fully furnished and available for rent for a period of 6 to 12 months, with the possibility of extension upon agreement.","Prenzlauer Berg,berlin(10439)",28.78787878787879,28.78787878787879,Zu teuer
940.0,88.0,3.0,Tempelhof-Schöneberg,0,"TAUSCHWOHNUNG 3-Zimmer Altbau-Wohnung in Schöneberg gegen KZB/NK/Mitte

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 308718)Wir bieten unsere charmante 3-Zimmer-Wohnung in einer der schönsten und ruhigsten Lagen in Schöneberg an. Die Wohnung liegt ideal zwischen dem Gleisdreieckpark und dem Kleistpark, eingebettet in eine nette Hausgemeinschaft mit einem privaten Vermieter.Highlights der Wohnung:- Ruhige und grüne Umgebung mit einem gepflegten Innenhof- Freundliche Nachbarschaft und angenehme Atmosphäre- Gute Infrastruktur: In unmittelbarer Nähe gibt es Supermärkte, einen Baumarkt, eine Apotheke sowie zahlreiche Cafés und Restaurants - außerdem die U7, U2, S1 und S2 in 5 Minuten LaufnäheWir wünschen uns eine Wohnung, idealerweise mit 3 Zimmern, in Kreuzberg oder Neukölln. Die genauen Details sind zunächst zweitrangig - der Charakter der Wohnung ist für uns entscheidend.","Mariendorf,Berlin(10783)",10.681818181818182,11.868686868686869,Fair
2390.0,104.0,4.0,Neukölln,1,"Super schöne 4  Zimmer Wohnung in toller Lage in Neukölln. Hochwertige Möbel und Austattung.

Wir bieten für jeden Zeitraum eine individuelle Preisgestaltung an. Preise können je nach Einzugs - und Auszugsdatum variieren.Schließe jetzt einen Mietvertrag für 6 monate zum günstigen Tarif von € 2390 ab.*Die angegebenen Preise sind (1) basierend auf einen Einzug am ersten Tag der Verfügbarkeit der Wohnung (2) basierend auf einer Vorkasse (Bezahlung im Voraus), bei anderem Zahlungsintervallen kann der Preis höher sein (zb. bei monatlicher Zahlung); (3) exklusive Betriebskosten und Nebenkosten wie etwa Strom, Heizung oder Internet.Entdecke mit dieser 4-Zimmer Wohnung in Neukolln mit Balkonblick auf die Stadt das Beste, was Berlin zu bieten hat. Komm an, und lebe dich sofort in dieser luftig eingerichteten Blueground-Wohnung mit voll ausgestatteter Küche, wunderschön Wohnzimmer und unserem engagierten Support-Team ein. (ID #BER94)Für dich entworfenWie bei jeder Blueground-Wohnung, findest du bei diesem 4-Zimmer-Objekt sorgfältig gestaltete Räumlichkeiten mit tollen Möbeln und einer voll ausgestatteten Küche vor. Und dank unserer hochqualitativen Matratzen, luxuriösen Bettwäsche und Handtücher, hast du die Gewissheit, dich immer wie zu Hause zu fühlen. Wenn du dann für ein wenig Spaß bereit bist, kannst du dich von der Stimmung auf Berliner Straßen mitreißen lassen oder mit dem hochwertigen drahtlosen Lautsprecher oder Smart-TV das Entertainment zu dir nach Hause holen. Diese Wohnung verfügt über eine eigene.SchlafmöglichkeitenDoppelbett / King size 71in/180cmDoppelbett / Queen size, 63in/160cmDoppelbett / Queen size, 63in/160cmAnkunft und laufender SupportDie gesamte Wohnung steht dir zur freien Verfügung! Du wirst entweder persönlich von einem Blueground Teammitglied empfangen, oder du erhältst Anweisungen für den Selbst-Check-In für deinen kontaktlosen Einzug.Während deines Aufenthalts erhältst du über die Blueground App Zugang zu unserem Client Experience Team.Alle weiteren Details bekommst du nach Bestätigung deines Aufenthalts.Weitere BesonderheitenDiese Blueground-Wohnung kann ab mindestens drei Monate, bis zu einem Jahr oder länger gebucht werden.","Bendastraße 23,Neukölln,Berlin(12051)",22.98076923076923,22.98076923076923,Zu teuer
750.0,66.0,2.0,Charlottenburg-Wilmersdorf,1,"TAUSCHWOHNUNG 2-Zimmer-Wohnung im schönen Westend

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 217655)Aufgrund von Familienzuwachs suchen wir eine größere Wohnung (mind. 4 Zimmer) und bieten zum Tausch unsere 2-Zimmer-Wohnung in Westend an. Die Wohnung ist top gelegen - direkt um die Ecke befinden sich Einkaufsmöglichkeiten, Cafés, U-Bahn- und Busstation.","Westend,Berlin(14050)",11.363636363636363,11.363636363636363,Günstig
795.0,80.0,3.5,Mitte,2,"TAUSCHWOHNUNG Suche min. 4 Zimmer & 115 m2,biete 3,5 Zimmer in Mitte

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 30140)Hallo! Ich suche zum Wohnungstausch ein/e Wohnung in Berlin. Dafür biete ich ein/e Wohnung in Berlin, MitteMEHR INFOS ZU MEINER WOHNUNGIch biete zum Tausch meine Wohnung in Berlin, Mitte an. Die Wohnung verfügt über 80m² Fläche und 3 Zimmer und eine sehr große Kammer für Schränke, Trockner etc. Es ist ein großer Balkon vorhanden. Die Wohnung ist sehr hell und ruhig. Ein Fahrstuhl und eine Tiefgarage sind vorhanden, ideal auch für ältere Menschen.  Die Anbindung ist super - die Wohnung liegt direkt bei der S-Bahn Nordbahnhof und den Tramstationen der M10,M8, M12. In 5 min Fußweg erreicht man die U-Bahn-Station Naturkundemuseum der U6. Tiefgarage ist vorhanden und kann (muss aber nicht) zum Preis von 80 € angemietet werden. In 200 m ist ein Rewe, Biomarkt sowie  in nur 100 m ein dm vorhanden. Toller Kiez mit vielen Restaurants an der Torstr., die nur 7 min zu Fuß entfernt ist. Es ist auch ein großer und trockener Keller vorhanden.MEHR INFOS ZUM GESUCHIn meiner zukünftigen Traumwohnung in Berlin sollte die maximale Warmmiete 2800 Euro betragen. Sie sollte mindestens 4 Zimmer haben, gerne Altbau. Die Wohnung muss hell sein und ab dem 2. OG über einen Fahrstuhl verfügen. Vorzugsweise wird in Mitte, Prenzlauer Berg, Kreuzberg, Friedrichshain, Tiergarten, Charlottenburg gesucht. Allerdings sind wir froh über jede Wohnung die gut angebunden ist und einen schönen Kiez in der Nähe hat.","Mitte,Berlin(10115)",9.9375,9.034090909090908,Günstig
800.0,89.0,3.0,Pankow,1,"TAUSCHWOHNUNG 3 Zi Altbau in PB 89m2 gegen 3+ Zi in PB Pankow FH Mitte

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 50672)Wir bieten unsere schöne 3-Zimmer + Abstellkammer +Keller Altbauwohnung mit Dielenboden zum Tausch. Die Wohnung befindet sich im Prenzlauer Berg Nähe S+U Schönhauser Allee, an einer ruhigen Straße mit guten Einkaufsmöglichkeiten, Spielplätzen, Kindergärten und Schulen in der Nähe. S+U Bahn Schönhauser Allee (U2 / Ringbahn, S1, S2, S8, S46 S85) in 5 Minuten und Straßenbahn M13, 12, 50, M1 in 3-7 Minuten entfernt.Die Wohnung hat 1 großes (19,5m2) und 1 kleines (13m2) Schlafzimmern und ein großes Wohnzimmer (Durchgang, 21m2), gemütliche Köche mit dem Platz für einen großen Esstisch (ca 12m2), ein modernes Bad mit Badewanne, Fenster und Platz für Waschmaschine, relativ große Abstellkammer (3,69m2). Zur Wohnung gehört auch ein Keller. Die Wohnung befindet sich im Hinterhof 3.OG ohne Aufzug. Es ist letzte Stock in diesem Haus, direkte Nachbarn sind nur unten. Nachmittags kommt in die Wohnung die Sonne, die Wohnung ist schön hell. Das Haus wurde vor kurzem saniert und gedämpft. Der Hof wurde auch sehr schön und gemütlich gemacht, mit einem kleinen Sandkasten und Tischen zum Tee/Kaffe zu trinken oder ein Buch zu lesen.Haustiere sind nach Absprache erlaubt. Wir sind Nichtraucherhaushalt.WG geeignet.Vertrag ist unbefristet, der Vermieter ist mit dem Tausch einverstanden und der Preis soll gleich bleiben.Wir suchen: eine 3-4-5 Zimmer Wohnung in PB/ Pankow/Friedrichshain/Mitte, gerne mit Balkon oder Terrasse, unbefristet. Drei Zimmer sollten keine Durchgangszimmer sein.3 Zimmer + große Küche /Wohnküche4+ Zimmer und egal wie groß ist die Küche.Gerne schicke ich mehr Fotos nach Anfrage.","Prenzlauer Berg,Berlin(10439)",8.98876404494382,8.98876404494382,Günstig
869.0,25.2,1.0,Lichtenberg,2,"Unmöbliertes Studio mit EBK in Lichtenberg

Kurzbeschreibung
Weitere Informationen finden Sie unter folgendem Link:https://urbanground.de/de-DE/wohnung-mieten-berlin/bezirk-lichtenberg-bezirk-lichtenberg-549370?utm_source=ImmoweltSobald Sie sich während der Geschäftszeiten für diese Immobilie bewerben, erhalten Sie innerhalb der nächsten 15 Minuten einen Anruf vom AI-Assistenten von UrbanGround, um einen Besichtigungstermin zu vereinbaren.Nur einen Schritt aus der Tür und schon mitten im Leben Berlins! Der ?Fox Cube 3? bietet mit seinem durchdacht zugeschnittenen Apartments ein optimales, urbanes Wohnerlebnis.English:For more details please visit the below link:https://urbanground.de/en-GB/property-listing/bezirk-lichtenberg-bezirk-lichtenberg-549370?utm_source=ImmoweltOnce you apply for this property in business hours, you'll receive a call in the next 15 mins by UrbanGround's AI assistant to schedule a visit.Just one step out the door and already in the extraordinary life of Berlin! The ""Fox Cube 3"" offers with its thoughtfully tailored apartment an optimal, urban living experience.

Objekt
Weitere Informationen finden Sie unter folgendem Link:https://urbanground.de/de-DE/wohnung-mieten-berlin/bezirk-lichtenberg-bezirk-lichtenberg-549370?utm_source=ImmoweltEin perfektes Apartment für jeden, der in einer der spannendsten Städte überhaupt leben will.Das Studio ist für ein effizientes Stadtleben optimal geschnitten, lichtdurchflutet und hochmodern ausgestattet. Es überzeugt mit einer modernen Einbauküche und voll ausgestatteten Badezimmern; mit Balkon, Fußbodenheizung und Echtholz-Parkett.Das Studio ist hochwertig ausgestattet: von einer zeitlosen Kitchenette mit Doppelkochfeld, Kühlschrank und eingebautem Ofen bis hin zu modernen Bädern mit großzügigen Walk-In-Duschen.Das Apartment besticht durch seinen individuellen Charme; bereichert durch vollausgestattete Küchen und Bäder, der Fußbodenheizung und den dreifach verglasten Fenstern. Lebensmittelläden, Ärzte und Schulen sind in kürzester Zeit fußläufig erreichbar und auch die optimale Anbindung an das Verkehrsnetz bringt Sie schnell an weiter entfernte Ziele.Zusätzlich steht Ihnen im Keller des Gebäudes eine Waschküche jederzeit gegen eine geringe Gebühr zur Verfügung.Waschmaschinen Anschlüsse gibt es nicht in den Wohnungen.Annehmlichkeiten & Möbel:Fahrstuhl, Energieausweis, Provisionsfrei, Balkon, Dusche, Video Gegensprechanlage, Waschküche, Fußbodenheizung, Neubau, Dusche, Handtuchheizung, Spiegel, Sonnenblenden, Einbauküche, KühlschrankAnmeldung: Wir stellen eine Wohnungsgeberbestätigung zur Verfügung, die nach dem Einzug ausgestellt wird.Kurzzeitvermietungen: Bei Kurzzeitvermietungen mit einer Dauer von weniger als 6 Monaten wird ein Zuschlag von 7% auf die Gesamtmiete erhoben.Reinigung: Es gibt eine obligatorische Reinigungsgebühr von 2?, die am Ende des Aufenthalts zu zahlen ist.English:For more details please visit the below link:https://urbanground.de/en-GB/property-listing/bezirk-lichtenberg-bezirk-lichtenberg-549370?utm_source=ImmoweltA perfect apartment for anyone who wants to live in one of the most exciting cities around.The apartment is optimally cut for efficient living, flooded with light and rounded off with ultra-modern equipment. It convinces with a modern fitted kitchen and fully equipped bathrooms; with balcony, the underfloor heating and the real wood parquet.The studios will be equipped to a high standard, from a timeless kitchenette with hob, fridge and built-in oven to modern bathrooms with spacious walk-in showers.The apartment has an individual charm; enriched by fully equipped kitchens and bathrooms, the underfloor heating and the triple glazed windows. Grocery stores, doctors and schools within a short walking distance and also the optimal connection to the transport network brings you quickly to more distant destinations.Zusätzlich steht Ihnen im Keller des Gebäudes eine Waschküche jederzeit gegen eine geringe Gebühr zur Verfügung.Waschmaschinen Anschlüsse gibt es nicht in den Wohnungen.Amenities & Furniture:Elevator, Energy Certificate, Commission Free, Balcony, Shower, Video Intercom, Laundry room, Floor heating, New Construction, Shower, Towel rail heater, Mirror, Blinds (for sun protection), Fitted kitchen, Refrigerator1) Minimum duration is 3 months, while we prefer tenants with a tenure of 6 months or more2) 7% Surcharge is applicable for short-lets (duration of less than 6 months)3) The start date of the contract can be the 1st or the 16th of each month. The end date of the contract can be the 15th or the end of the month.4) Our contract charges are biweekly. This means that if your move in date is from the 1st to the 15th of the month, full rent will be charged and if your move in date is from the 16th to the end of the month, half the rent will be charged.5) Once the booking is confirmed and all documents are received, we  will send you a rental contract via email and You need to sign it & send it back to me within 48hours.6) Registration possible and the necessary document will be provided post the move-in7) The check in can only take place Monday to Friday 9 am until 6 pm. Check in on the weekends or national holidays would be possible upon request for a small fee of 100?8) Liability insurance is required for your stay and that needs to be submitted to us within 15 days from your move in date.. We recommend you to search for one yourself with a keyword ?Haftpflichtversicherung?9) Final cleaning fee: 200 ?","Löwenberger Straße,Friedrichsfelde,Berlin(10315)",34.48412698412699,31.34920634920635,Zu teuer
500.0,70.0,2.0,Neukölln,0,"TAUSCHWOHNUNG Top 2-Zi Maisonette + Terasse in Nkln! ggn PBerg / Mitte

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 31462)Biete:Supergemütliches ruhiges Maisonette mit Dachterasse mitten im Reuterkiez. Pannierstraße / Weserstraße. Leben unterm Himmel.4. Stock:Schönes Bad mit Dusche + Wanne, Trocker und Waschmaschine. Aussicht auf FernesehturmSchlafzimmer (160cm/200cm Bett + großer Wandschrank).5.Stock: Wohnzimmer mit Küche und Dachterasse 5. Sehr ruhig. Ausblick auf Fernsehturm und in eine große Gartensiedlung.Hausgemeinschaft sehr nett. Super ruhige Wohnung.Pannierstr. Ecke Weserstr. / Bars, Restaurants, kleine Design Stores. 5min Hermannplatz zu Fuß. 5min Landwehrkanal & Flohmarkt zu Fuß. Jogging Eldorado.Suche:Dachgeschoß Wohnung mit Terasse/Balkon im Prenzlauer Berg o. Mitte (mnd. 2 Zimmer) / Brunnenviertel, Kollwitzkiez, Kastanienallee, Arkonaplatz zu ähnlicher Miete.","Neukölln,Berlin(12047)",7.142857142857143,7.936507936507937,Günstig
980.0,110.0,4.0,Friedrichshain-Kreuzberg,1,"TAUSCHWOHNUNG 4 Zimmer Wohnung mit Balkon in Kreuzberg

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 31878)Wir bieten eine schöne Altbauwohnung mitten in Kreuzberg, direkt an der Spree und nahe der Oberbaumbrücke.Die Wohnung verfügt über 4 Zimmer, eines davon ist ein Durchgangszimmer. Die Zimmer sind größtenteils mit  Dielen ausgestattet, das größte Zimmer hat wunderschönes Fischgrätenparkett, Küche und das kleine Zimmer haben einen hübschen Laminatboden.Es gibt außerdem einen Balkon, von welchem man auch Blick auf die Spree genießt.Die Wohnung liegt in einer ruhigen Straße und ist trotzdem sehr nahe am U-Bahnhof Schlesisches Tor (3 min Fußweg). Es gibt außerdem eine Busverbindung direkt daneben.Der Wrangelkiez ist sehr vielseitig, Kneipen, Restaurants, kleine Läden sind in unmittelbarer Umgebung. Auch Supermärkte, ein Getränkemarkt, sowie die East Side Mall sind nicht weit entfernt. Kitas und Schulen gibt es natürlich ebenfalls im Kiez.Aktuell beträgt die Miete 1300 € warm.Wir suchen: eine Wohnung mit 4 Zimmern, mindestens 90 qm, Balkon und gerne Gartennutzung in einer ruhigen Gegend, vorzugsweise in Karlshorst, Rummelsburg, Lichtenberg, Pankow.","Kreuzberg,Berlin(10997)",8.909090909090908,8.909090909090908,Günstig
657.0,57.0,2.0,Friedrichshain-Kreuzberg,1,"TAUSCHWOHNUNG Tausche 2 Zimmer in BERLIN gegen DÜSSELDORF

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 6582)WOHNUNG:Hallo ihr Lieben,meine schöne und gemütliche 56,5qm große Altbau-Wohnung aus dem Jahr 1910, die 2002 bis 2007 saniert wurde, befindet sich direkt an der Warschauer Straße (Friedrichshain) im 3. Stock des ruhigen Seitenflügels. Die Wohnung hat sehr gut erhaltene Holzdielen, 3,30m hohe Decken und ruhige, nette Nachbarn. Die Hausverwaltung ist in jedem Anliegen sehr freundlich und hilfsbereit.Da das größere Zimmer ein Durchgangszimmer ist, ist die Wohnung nicht für eine WG, dafür umso perfekter für ein Paar oder eine einzelne Person geeignet. Das Bad ist klein, aber fein und hat ein Fenster, in der Küche bleiben bei Auszug die Maßgefertigten Regale, eine Spüle mit Unterschrank und ein Gasherd mit Elektroofen.Geheizt und gekocht wird mit Gas.LAGE:Die M10 und M13 (Revaler Straße) sind in 2 Minuten zu erreichen, bis zur Haltestelle Warschauer Straße (S5,S7,S75,U1) sind es zu Fuß ca. 5-10 Minuten, in weiteren 10-15 Minuten bist Du so ganz bequem am Alexanderplatz, der Friedrichstraße und am Hauptbahnhof. Bis zum Frankfurter Tor (U5) sind es zu Fuß ebenfalls nur wenige Minuten.Denns Biomarkt ist im Erdgeschoss des Vorderhauses, REWE, Aldi und Lidl sind in 10-15 Minuten zu Fuß zu erreichen. Sämtliche Fast-Food-Restaurants (Pizza, Pasta, Burger, Döner, etc.), Bars, Cafés sowie das Berghain und andere Clubs findest Du auch in fußläufiger Umgebung.SUCHE:Ich liebe meine Wohnung sehr und gebe sie nur schweren Herzens ab, deshalb suche ich im Gegenzug eine ebenso schöne Wohnung in Düsseldorf- ab 2 Zimmer- min. 55 qm groß- hell- im besten Fall Altbau- Badewanne (optional)- Balkon/Terrasse- Küche unbedingt in eigenem Raum und wenn möglich mit EBK- maximale all inkl. Miete bis 1050€- in Oberkassel, Unterbilk, Pempelfort, Derendorf, Flingern Nord, BilkDie 657€ zahle ich monatlich an die Haudverwaltung. Dazu kommen bei einer Person ca. 95€ Ökogas und ca. 55€ Ökostrom - die endgültigen Kosten richten sich also nach Personen, Verbrauch und Vertrag.Bei Fragen schreib mir gerne, ich freue mich auf Deine Nachricht! :-)","Friedrichshain,Berlin(10243)",11.526315789473685,11.526315789473685,Günstig
650.0,74.0,3.0,Charlottenburg-Wilmersdorf,0,"Wohnungsswap - Suarezstraße

Die schöne Altbauwohnung verfügt über zwei sehr große Zimmer, die zur Straße gerichtet sind, sowie einem Schlafzimmer, das zum Hinterhof rausguckt. Die Böden sind mit Dielen versehen, außer im Bad und in der Küche. In allen Zimmern befindet sich Stuck an der Decke. Die Nachbarn sind sehr ruhig und freundlich.Die Wohnung ist im Vorderhaus in der Hochparterre, das heißt es befinden sich im Engangsbereich 5 Stufen ehe man die Wohnung erreicht.Wir würden gerne im Charlottenburger Kiez bleiben, aber höher in der Etage ziehen und gerne einen Balkon haben. Vielleicht gibt es Personen, die das Treppensteigen leid haben und endlich in eine Erdgeschosswohnung ziehen wollen. :)WichtigDiese Wohnung wird derzeit bei Wohnungsswap als Tauschobjekt angeboten, eignet sich also nur für diejenigen, die im Gegenzug eine eigene passende Wohnung für den Tausch haben.Es ist kostenlos, ihr Konto zu registrieren und diese bestimme Wohnung oder Hunderte andere Wohnungen bei uns zu finden.","Charlottenburg,Berlin(14057)",8.783783783783784,9.75975975975976,Günstig
1270.0,61.0,2.0,Spandau,2,"Ihr neues Zuhause: Stilvolle Lebensqualität in den Halske Gärten

Willkommen in den Halske Gärten in Berlin-Siemensstadt! Dieses Neubauprojekt bietet mit insgesamt sieben Bauabschnitten und ca. 958 Wohneinheiten, 8 Gewerbeeinheiten und sowie einer Kita neuen Wohnraum im aufstrebenden Berliner Bezirk Spandau. Das familienfreundliche Quartier besteht aus vier- bis siebengeschossigen Gebäuden, welche zusammen jeweils eigene, schön begrünte Innenhöfe mit Spiel- und Grünflächen bilden. Die hier zur Vermietung angebotene Wohnung bietet eine Wohnfläche von ca. 61 Quadratmetern und zwei Zimmer. Die Wohnung befindet sich im ersten Obergeschoss und bietet moderne Neubauqualität mit hochwertiger Ausstattung. Zudem bietet die Wohnung eine vollausgestattete Einbauküche mit sämtlichen elektrischen Küchengeräten. In der Wohnung befindet sich Design-PVC-Boden und im gesamten Wohn-, Schlafbereich sowie in den Badezimmern befindet sich Fußbodenheizung. Die Badezimmer bieten eine hochwertige Sanitärausstattung von Hans Grohe und Geberit und sind mit edlen grauen und weißen Feinsteinzeugfliesen versehen. Zur weiteren Ausstattung der Wohnung gehört eine Videogegensprechanlage, doppelt-verglaste, teilweise bodentiefe Fenster und ein Hauswirtschaftsraum mit Waschmaschinenanschlüssen. Die Erdgeschosswohnungen verfügen über eine großzügige Terrasse und zu den Wohnungen in den Geschossen eins bis sieben gehören jeweils Balkone. Im Gebäude befindet sich zudem ein Aufzug, welcher bequemen Zugang zu den Wohnungen bietet und es besteht auch die Möglichkeit zur Anmietung von Tiefgaragenstellplätzen sowie Außenstellplätzen.Ausstattung:.Erstbezug.Fußbodenheizung.Design-PVC-Boden in Wohn-, Ess- und Schlafbereichen, Flur, Diele.Vollausgestattete Einbauküche.Stilvolle Badezimmer mit weißen Marken-Sanitärobjekte (wandhän-gendes Tiefspül-WC, Waschtisch, verchromte Armaturen).Fenster mit Isolierverglasung, Rollläden (EG) bzw. Son-nenschutzverglasung.Wände mit Malervliestapete, hellgetönt.Telefon, Internet und Fernsehen aus einer Hand überGeneralanbieter.Glasfasernetzanbindung.Unterflurmüllsystem.Balkon.Video-Gegensprechanlage.Kellerraum.Aufzug in alle Etagen.Kindertagesstätte und Kinderspielplatz.Fahrradabstellplätze.Schön gestaltete Gemeinschafts-Außenbereiche für ein entspanntesMiteinander.TG-Stellplätze und Außenstellplätze auf Anfrage anmietbar s.o.","Heinrich-Hertz-Straße 4,Siemensstadt,Berlin(13629)",20.81967213114754,18.92697466467958,Fair
441.0,62.0,2.0,Pankow,0,"Wohnungsswap - Zillertalstraße

Wir bieten eine ganztägig sonnige 2-Raum-Erker-Altbauwohnungund suchen eine Dachgeschosswohnung mit Badewanne und Balkon.Die Warmmiete beträgt 715 €.Wir suchen ...... eine Dachgeschosswohnung ab 2 Zimmern und ab 70 Quadratmetern, mit Balkon und Badewanne - am liebsten in den Bezirken Pankow, Prenzlauer Berg, Köpenick oder auch Potsdam.Die Wohnung soll von den landeseigenen Wohnungsbaugesellschaften (Gewobag, Gesobau, Howoge, Degewo, WBM, Stadt und Land) sein, im Tausch gegen unsere Wohnung der landeseigenen Gewobag.Wir bieten ...... zwei helle, geräumige Zimmer mit Dielen. Das mittlere Zimmer besitzt einen sehr sonnigen, nach Süden, Osten und Westen befensterten Erker. Das Bad ist schmal und lang geschnitten, ebenfalls sehr hell, gefliest und mit Badewanne. Die helle Küche ist geräumig, gefliest und funktioniert gut als Wohnküche. Alle Fenster zeigen nach Süden, was für super Lichtverhältnisse, auch zur Wintersonnenzeit, sorgt. Blumen bekommen ganzjährig viel Sonne und wachsen prima.Die Nachbarschaft ist sehr hilfsbereit und solidarisch. Es gibt eine gut frequentierte WhatsApp-Gruppe zum Austausch. Wir haben auch einen superfreundlichen Hausmeister!Die Wohnung zeigt zu einer grünen Straßenseite des Tiroler Viertels. Es ist eine wenig befahrene Nebenstraße. Der Blick aus den Fenstern ist recht weiträumig, da sich auf der gegenüberliegenden Straßenseite keine direkten Häuserfassaden befinden.WichtigDiese Wohnung wird derzeit bei Wohnungsswap als Tauschobjekt angeboten, eignet sich also nur für diejenigen, die im Gegenzug eine eigene passende Wohnung für den Tausch haben.Es ist kostenlos, ihr Konto zu registrieren und diese bestimme Wohnung oder Hunderte andere Wohnungen bei uns zu finden.","Pankow,Berlin(13187)",7.112903225806452,7.903225806451613,Günstig
569.0,71.0,3.0,Tempelhof-Schöneberg,1,"TAUSCHWOHNUNG Biete helle 3 Zi. mit großem Balkon am Park, suche mind. 4Zi

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 50357)2 Disclaimer vorab:*Nur Tausch mit einer der 6 Landeseigenen (Gewobag, Degewo usw)*Die Wohnung an sich ist ruhig & wirklich schön, aber seit Anfang 2024 wird na(c)hverdichtet & Hochhäuser direkt ringsum gebaut, was angeblich zu zwei Sonnenstunden weniger täglich führt.Voraussichtlich sind die Bauarbeiten Ende des Jahres abgeschlossen.Der Boden ist aus Linoleum, also gut für Allergiker & Kleinkinder geeignet. Zusätzlich zu den 3 Zimmern gibt es eine Abstellkammer und einen Essbereich im Flur, der auch als Garderobe benutzt werden kann.Direkt ums Eck sind U4 und U7, außerdem Rathaus Schöneberg samt schönem Park. Es gibt kostenlose Stellplätze, eine angenehme & überwiegend ältere Mieter*innenschaft und die Heizkosten sind niedrig, die Wohnung im Winter schnell warm zu kriegen und zu halten, bzw laufen Rohre surch die Wohnung & ich selbst habe bisher kaum geheizt.Ich wohne hier sehr gern (mit lautem Kind - das machte anderen nie Probleme) und ziehe nur ungern aus, wünsche mir aber in der Nähe entweder eine kleinere & billigere Wohnung (zb 2 Zimmer mit Wohnküche; meine Tochter lebt im Wechselmodell bei mir; es ist manchmal etwas zu viel Platz hier), oder größere Wohnung (ab 3,5 Zimmer), in der eine WG-Gründung mit anderen Co-Parents möglich wäre.Ein WBS für 3 Zimmer ist vorhanden.Die Bilder zeigen die Wohnung einmal 2023 und einmal, wie sie mittlerweile eingerichtet ist.","Schöneberg,Berlin(10825)",8.014084507042254,8.014084507042254,Günstig
1060.0,59.1,2.0,Spandau,1,"Die Waterkant von ihrer besten Seite

Die gut geschnittene Neubauwohnung befindet sich in neuer und gepflegter Wohnanlage. Der offen gehaltene Wohn- und Küchenbereich lässt vielfältige Gestaltungsmöglichkeiten zu. Alle Wohnungen verfügen über zentrale Warmwasserversorgung, Fußbodenheizung, hochwertigen Bodenbelag und Dusch- und/oder Wannenbad. Die Häuser der Waterkant verfügen über keine Mieterkeller, allerdings befindet sich in jeder Wohnung eine Abstellnische mit Platz zum Verstauen. Das Highlight dieser Wohnung ist der schöne Ausblick über Spandau bzw. über die Havel. Sie sind an einer Besichtigung interessiert? Dann senden Sie uns bitte eine einfache Anfrage über den entsprechenden Button (""Anbieter kontaktieren"" oder ""Anfrage senden"").","Daumstr. 205,Haselhorst,Berlin(13599)",17.93570219966159,17.93570219966159,Fair
470.0,56.0,2.0,Friedrichshain-Kreuzberg,1,"TAUSCHWOHNUNG Suche 3 Zi.Berlin und biete sonnige 2 Zi.Kreuzberg

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 26372)Wir haben eine 3-jährige Tochter und brauchen Platz, sonst bleiben wir definitiv in unserer sonnigen 2-Zimmer-Wohnung.Ostausrichtung, Wohnzimmer mit Querlüftung.Perfekte Lage, zentral und mit Blick auf den Kanal.Aufzug, Badewanne, Balkon, Keller, breiter Flur. In der Nähe der U-Bahn-Station Prinzenstr. und der Bushaltestellen 140 und M41.Wir suchen mind. eine 3 Zi. Wohnung in Kreuzberg, Mitte, Schoeneberg oder Steglitz.","Kreuzberg,Berlin(10961)",8.392857142857142,8.392857142857142,Günstig
